   -3.8536191122    -0.7992887016    -1.1623326743
   -3.8536191122    -0.7992887016    -0.4552258931
   -3.8536191122    -0.4457353110    -1.5158860649
   -3.8536191122    -0.4457353110    -0.8087792837
   -3.8536191122    -0.4457353110    -0.1016725025
   -3.8536191122    -0.0921819204    -1.8694394555
   -3.8536191122    -0.0921819204    -1.1623326743
   -3.8536191122    -0.0921819204    -0.4552258931
   -3.8536191122    -0.0921819204     0.2518808881
   -3.8536191122     0.2613714702    -1.5158860649
   -3.8536191122     0.2613714702    -0.8087792837
   -3.8536191122     0.2613714702    -0.1016725025
   -3.8536191122     0.6149248608    -1.8694394555
   -3.8536191122     0.6149248608    -1.1623326743
   -3.8536191122     0.6149248608    -0.4552258931
   -3.8536191122     0.6149248608     0.2518808881
   -3.8536191122     0.9684782514    -1.5158860649
   -3.8536191122     0.9684782514    -0.8087792837
   -3.8536191122     0.9684782514    -0.1016725025
   -3.8536191122     1.3220316420    -1.1623326743
   -3.8536191122     1.3220316420    -0.4552258931
   -3.8536191122     1.6755850326    -1.5158860649
   -3.8536191122     1.6755850326    -0.8087792837
   -3.8536191122     1.6755850326    -0.1016725025
   -3.8536191122     2.0291384232    -1.8694394555
   -3.8536191122     2.0291384232    -1.1623326743
   -3.8536191122     2.0291384232    -0.4552258931
   -3.8536191122     2.0291384232     0.2518808881
   -3.8536191122     2.3826918138    -1.5158860649
   -3.8536191122     2.3826918138    -0.8087792837
   -3.8536191122     2.3826918138    -0.1016725025
   -3.8536191122     2.7362452044    -1.1623326743
   -3.8536191122     2.7362452044    -0.4552258931
   -3.8536191122     3.0897985949    -1.5158860649
   -3.8536191122     3.0897985949    -0.8087792837
   -3.8536191122     3.0897985949    -0.1016725025
   -3.8536191122     3.4433519855    -1.1623326743
   -3.8536191122     3.4433519855    -0.4552258931
   -3.8536191122     3.7969053761    -0.8087792837
   -3.5000657216    -1.5063954828    -0.8087792837
   -3.5000657216    -1.1528420922    -1.8694394555
   -3.5000657216    -1.1528420922    -1.1623326743
   -3.5000657216    -1.1528420922    -0.4552258931
   -3.5000657216    -1.1528420922     0.2518808881
   -3.5000657216    -0.7992887016    -2.2229928461
   -3.5000657216    -0.7992887016    -1.5158860649
   -3.5000657216    -0.7992887016    -0.8087792837
   -3.5000657216    -0.7992887016    -0.1016725025
   -3.5000657216    -0.7992887016     0.6054342787
   -3.5000657216    -0.4457353110    -2.5765462366
   -3.5000657216    -0.4457353110    -1.8694394555
   -3.5000657216    -0.4457353110    -1.1623326743
   -3.5000657216    -0.4457353110    -0.4552258931
   -3.5000657216    -0.4457353110     0.2518808881
   -3.5000657216    -0.4457353110     0.9589876693
   -3.5000657216    -0.0921819204    -2.2229928461
   -3.5000657216    -0.0921819204    -1.5158860649
   -3.5000657216    -0.0921819204    -0.8087792837
   -3.5000657216    -0.0921819204    -0.1016725025
   -3.5000657216    -0.0921819204     0.6054342787
   -3.5000657216     0.2613714702    -2.5765462366
   -3.5000657216     0.2613714702    -1.8694394555
   -3.5000657216     0.2613714702    -1.1623326743
   -3.5000657216     0.2613714702    -0.4552258931
   -3.5000657216     0.2613714702     0.2518808881
   -3.5000657216     0.2613714702     0.9589876693
   -3.5000657216     0.6149248608    -2.2229928461
   -3.5000657216     0.6149248608    -1.5158860649
